COUNTRY,PRODUCT,FLOW,UNIT,TIME,VALUE,YEAR,MONTH
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2015-12-01,0.58,2015,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-01-01,0.54,2016,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-02-01,0.52,2016,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-03-01,0.53,2016,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-04-01,0.55,2016,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-05-01,0.55,2016,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-06-01,0.58,2016,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-07-01,0.59,2016,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-08-01,0.61,2016,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-09-01,0.6,2016,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-10-01,0.59,2016,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-11-01,0.59,2016,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2016-12-01,0.61,2016,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-01-01,0.66,2017,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-02-01,0.68,2017,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-03-01,0.67,2017,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-04-01,0.69,2017,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-05-01,0.67,2017,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-06-01,0.68,2017,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-07-01,0.66,2017,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-08-01,0.68,2017,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-09-01,0.67,2017,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-10-01,0.67,2017,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-11-01,0.7,2017,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2017-12-01,0.73,2017,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-01-01,0.76,2018,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-02-01,0.81,2018,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-03-01,0.82,2018,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-04-01,0.81,2018,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-05-01,0.8,2018,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-06-01,0.83,2018,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-07-01,0.82,2018,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-08-01,0.82,2018,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-09-01,0.82,2018,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-10-01,0.86,2018,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-11-01,0.86,2018,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2018-12-01,0.82,2018,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-01-01,0.81,2019,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-02-01,0.8,2019,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-03-01,0.8,2019,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-04-01,0.81,2019,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-05-01,0.83,2019,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-06-01,0.84,2019,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-07-01,0.83,2019,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-08-01,0.85,2019,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-09-01,0.83,2019,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-10-01,0.84,2019,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-11-01,0.83,2019,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2019-12-01,0.83,2019,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-01-01,0.86,2020,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-02-01,0.84,2020,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-03-01,0.84,2020,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-04-01,0.75,2020,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-05-01,0.71,2020,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-06-01,0.71,2020,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-07-01,0.72,2020,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-08-01,0.75,2020,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-09-01,0.75,2020,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-10-01,0.75,2020,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-11-01,0.75,2020,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2020-12-01,0.76,2020,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-01-01,0.77,2021,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-02-01,0.79,2021,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-03-01,0.8,2021,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-04-01,0.82,2021,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-05-01,0.82,2021,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-06-01,0.83,2021,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-07-01,0.86,2021,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-08-01,0.87,2021,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-09-01,0.87,2021,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-10-01,0.88,2021,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-11-01,0.94,2021,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2021-12-01,0.93,2021,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-01-01,0.93,2022,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-02-01,0.96,2022,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-03-01,0.95,2022,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-04-01,0.9,2022,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-05-01,0.87,2022,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-06-01,0.85,2022,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-07-01,0.82,2022,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-08-01,0.83,2022,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-09-01,0.78,2022,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-10-01,0.76,2022,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-11-01,0.78,2022,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2022-12-01,0.82,2022,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-01-01,0.85,2023,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-02-01,0.83,2023,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-03-01,0.83,2023,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-04-01,0.83,2023,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-05-01,0.8,2023,5
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-06-01,0.79,2023,6
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-07-01,0.8,2023,7
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-08-01,0.81,2023,8
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-09-01,0.82,2023,9
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-10-01,0.78,2023,10
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-11-01,0.76,2023,11
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2023-12-01,0.8,2023,12
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2024-01-01,0.8,2024,1
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2024-02-01,0.78,2024,2
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2024-03-01,0.78,2024,3
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2024-04-01,0.76,2024,4
Japan,Gasóleo para calefacción doméstica (unidad/litro),Precio Total,Dolar Estadounidense,2024-05-01,0.75,2024,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-01-01,1.21,2015,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-02-01,1.2,2015,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-03-01,1.23,2015,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-04-01,1.25,2015,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-05-01,1.33,2015,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-06-01,1.37,2015,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-07-01,1.35,2015,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-08-01,1.3,2015,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-09-01,1.24,2015,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-10-01,1.21,2015,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-11-01,1.14,2015,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2015-12-01,1.15,2015,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-01-01,1.15,2016,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-02-01,1.12,2016,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-03-01,1.12,2016,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-04-01,1.2,2016,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-05-01,1.23,2016,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-06-01,1.25,2016,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-07-01,1.22,2016,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-08-01,1.19,2016,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-09-01,1.19,2016,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-10-01,1.2,2016,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-11-01,1.19,2016,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2016-12-01,1.17,2016,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-01-01,1.24,2017,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-02-01,1.25,2017,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-03-01,1.26,2017,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-04-01,1.24,2017,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-05-01,1.28,2017,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-06-01,1.27,2017,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-07-01,1.27,2017,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-08-01,1.3,2017,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-09-01,1.35,2017,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-10-01,1.36,2017,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-11-01,1.38,2017,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2017-12-01,1.4,2017,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-01-01,1.49,2018,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-02-01,1.52,2018,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-03-01,1.52,2018,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-04-01,1.51,2018,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-05-01,1.49,2018,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-06-01,1.53,2018,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-07-01,1.53,2018,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-08-01,1.5,2018,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-09-01,1.52,2018,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-10-01,1.51,2018,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-11-01,1.47,2018,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2018-12-01,1.38,2018,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-01-01,1.35,2019,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-02-01,1.34,2019,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-03-01,1.37,2019,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-04-01,1.44,2019,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-05-01,1.48,2019,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-06-01,1.48,2019,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-07-01,1.43,2019,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-08-01,1.42,2019,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-09-01,1.4,2019,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-10-01,1.41,2019,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-11-01,1.39,2019,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2019-12-01,1.42,2019,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-01-01,1.48,2020,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-02-01,1.4,2020,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-03-01,1.33,2020,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-04-01,1.1,2020,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-05-01,1.08,2020,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-06-01,1.24,2020,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-07-01,1.31,2020,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-08-01,1.34,2020,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-09-01,1.34,2020,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-10-01,1.32,2020,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-11-01,1.32,2020,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2020-12-01,1.39,2020,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-01-01,1.44,2021,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-02-01,1.49,2021,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-03-01,1.51,2021,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-04-01,1.54,2021,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-05-01,1.58,2021,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-06-01,1.58,2021,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-07-01,1.58,2021,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-08-01,1.57,2021,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-09-01,1.58,2021,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-10-01,1.67,2021,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-11-01,1.73,2021,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2021-12-01,1.67,2021,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-01-01,1.69,2022,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-02-01,1.78,2022,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-03-01,1.99,2022,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-04-01,1.94,2022,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-05-01,1.98,2022,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-06-01,2.2,2022,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-07-01,2.01,2022,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-08-01,1.86,2022,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-09-01,1.73,2022,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-10-01,1.76,2022,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-11-01,1.8,2022,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2022-12-01,1.73,2022,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-01-01,1.75,2023,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-02-01,1.74,2023,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-03-01,1.73,2023,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-04-01,1.81,2023,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-05-01,1.75,2023,5
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-06-01,1.71,2023,6
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-07-01,1.77,2023,7
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-08-01,1.84,2023,8
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-09-01,1.87,2023,9
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-10-01,1.83,2023,10
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-11-01,1.78,2023,11
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2023-12-01,1.74,2023,12
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-01-01,1.75,2024,1
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-02-01,1.78,2024,2
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-03-01,1.84,2024,3
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-04-01,1.87,2024,4
Latvia,Gasolina (unidad/litro),Precio Total,Dolar Estadounidense,2024-05-01,1.85,2024,5
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-01-01,1.22,2015,1
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-02-01,1.19,2015,2
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-03-01,1.21,2015,3
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-04-01,1.2,2015,4
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-05-01,1.25,2015,5
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-06-01,1.27,2015,6
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-07-01,1.23,2015,7
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-08-01,1.17,2015,8
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-09-01,1.13,2015,9
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-10-01,1.13,2015,10
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-11-01,1.06,2015,11
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2015-12-01,1.06,2015,12
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-01-01,1.01,2016,1
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-02-01,0.97,2016,2
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-03-01,1.0,2016,3
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-04-01,1.03,2016,4
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-05-01,1.05,2016,5
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-06-01,1.09,2016,6
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-07-01,1.08,2016,7
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-08-01,1.06,2016,8
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-09-01,1.08,2016,9
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-10-01,1.1,2016,10
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-11-01,1.08,2016,11
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2016-12-01,1.09,2016,12
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-01-01,1.16,2017,1
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-02-01,1.16,2017,2
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-03-01,1.16,2017,3
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-04-01,1.13,2017,4
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-05-01,1.15,2017,5
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-06-01,1.14,2017,6
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-07-01,1.12,2017,7
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-08-01,1.15,2017,8
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-09-01,1.2,2017,9
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-10-01,1.24,2017,10
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-11-01,1.27,2017,11
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2017-12-01,1.29,2017,12
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-01-01,1.37,2018,1
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-02-01,1.39,2018,2
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-03-01,1.4,2018,3
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-04-01,1.4,2018,4
Latvia,Diesel (unidad/litro),Precio Total,Dolar Estadounidense,2018-05-01,1.38,2018,5
